,item,like,user
564,578,1,16732
565,2627,1,16732
566,2775,1,85
567,1992,1,16732
568,3802,1,85
569,979,1,16732
570,3295,1,85
571,601,1,16732
572,1374,1,16732
573,356,1,16732
574,5346,1,85
575,103,1,16732
576,4838,1,85
577,12521,1,85
578,1770,1,85
579,3830,1,16732
580,6394,1,16732
581,8436,1,85
582,8949,1,85
583,9741,0,16732
584,756,1,85
585,3320,1,85
586,4344,1,85
587,3325,1,85
588,8447,1,85
589,6582,0,16732
590,14719,0,16732
591,13061,1,85
592,14254,0,16732
593,8010,0,16732
594,8453,1,85
595,11510,0,16732
596,266,1,85
597,1805,1,85
598,9182,0,16732
599,14939,0,16732
600,3350,1,85
601,12572,1,85
602,3841,0,16732
603,1310,1,85
604,8477,1,85
605,12066,1,85
606,4901,1,85
607,6444,1,85
608,3838,0,16732
609,5939,1,85
610,2868,1,85
611,9123,0,16732
612,13254,0,16732
613,2912,0,16732
614,12605,1,85
615,4934,1,85
616,5449,1,85
617,2377,1,85
618,846,1,85
619,8015,1,85
620,8528,1,85
621,1392,1,16733
622,13651,1,85
623,2896,0,16733
624,2902,1,85
625,5464,1,85
626,5719,1,16734
627,10074,1,85
628,6490,0,16734
629,2907,1,85
630,2908,1,85
631,6194,0,16735
632,13154,1,85
633,4452,1,85
634,4163,0,16737
635,12261,1,16738
636,10401,0,16740
637,73,1,16741
638,8056,1,85
639,356,1,16741
640,1918,1,85
641,13933,0,16741
642,5504,1,85
643,1870,0,16741
644,4995,1,85
645,1412,1,85
646,3750,0,16742
647,3168,1,16744
648,3466,1,85
649,13707,1,85
650,3979,1,85
651,1933,1,85
652,1931,1,85
653,1932,1,85
654,13919,1,85
655,1428,1,85
656,405,1,85
657,3995,1,85
658,3212,1,16744
659,1948,1,85
660,1950,1,85
661,6309,0,16744
662,13922,1,85
663,1955,1,85
664,1444,1,85
665,294,0,16744
666,11687,1,85
667,8755,0,16744
668,8518,0,16744
669,13925,1,85
670,12409,0,16746
671,13926,1,85
672,5054,1,85
673,6082,1,85
674,966,1,85
675,2389,1,16747
676,967,1,85
677,969,1,85
678,506,1,16748
679,973,1,85
680,9679,1,85
681,2814,1,16749
682,1265,0,16749
683,795,1,16750
684,4798,0,16750
685,5,1,16751
686,7649,1,85
687,5453,0,16752
688,5605,1,85
689,248,1,16753
690,1728,1,16754
691,2244,1,16754
692,3050,1,85
693,11602,0,16754
694,356,1,16755
695,3053,1,85
696,13646,1,16756
697,11589,0,16756
698,4081,1,85
699,32,1,16757
700,4680,1,85
701,4094,1,85
702,11277,0,16757
703,7196,0,85
704,8720,0,16759
705,10472,0,85
706,5209,1,16760
707,11247,0,85
708,11831,1,16760
709,11016,0,85
710,5,1,16760
711,3092,1,16760
712,1110,1,16760
713,95,1,16760
714,5014,0,85
715,1982,0,85
716,2545,0,85
717,1754,0,85
718,3872,0,16760
719,3090,0,85
720,12527,0,85
721,4613,0,85
722,1435,0,16760
723,6284,0,16760
724,6626,0,85
725,3240,0,85
726,12665,0,85
727,14777,0,85
728,1854,0,85
729,11431,0,85
730,7607,0,85
731,10410,0,85
732,4475,0,85
733,4312,0,16760
734,2033,0,16760
735,1741,1,16761
736,2688,1,16762
737,5347,0,85
738,14490,0,16765
739,7143,0,85
740,231,0,85
741,644,1,16766
742,4723,0,85
743,5,1,16766
744,2943,0,85
745,5907,1,16766
746,8535,1,16766
747,12087,0,16766
748,14785,0,16766
749,2495,0,85
750,7053,1,16767
751,7751,0,85
752,2411,0,16767
753,11062,0,85
754,3171,1,16768
755,5,1,16768
756,2018,0,85
757,582,1,16768
758,5482,0,85
759,13204,0,85
760,267,1,16768
761,525,1,16768
762,14389,0,85
763,12011,0,85
764,6603,0,85
765,2076,0,85
766,8628,0,85
767,2274,0,85
768,2884,0,85
769,8863,0,85
770,10699,0,85
771,6898,0,16768
772,3996,0,85
773,14865,0,85
774,3022,0,16768
775,8715,0,16768
776,10195,0,85
777,8074,0,16768
778,1130,0,16768
779,671,0,85
780,8089,0,85
781,5987,0,85
782,10309,0,85
783,10893,0,85
784,12337,0,85
785,9395,0,85
786,1091,0,16769
787,6577,0,85
788,14251,0,85
789,3978,0,85
790,13714,0,85
791,260,1,16771
792,4429,0,16771
793,6136,0,85
794,14248,0,16771
795,12750,0,85
796,14494,0,85
797,278,0,85
798,5,1,16772
799,11514,0,85
800,11166,0,85
801,231,1,16773
802,6837,0,85
803,68,1,16774
804,7311,1,16774
805,8635,0,85
806,1376,0,16774
807,572,0,85
808,13132,0,85
809,8302,0,16775
810,8220,0,85
811,13666,1,16776
812,9059,1,16776
813,13669,1,16776
814,4156,0,85
815,4185,0,85
816,10917,0,85
817,2419,0,85
818,10390,0,85
819,12848,0,16776
820,10933,0,16776
821,8111,0,85
822,3818,0,85
823,5391,0,85
824,7088,0,16776
825,13495,1,16777
826,2494,0,85
827,6339,0,16777
828,3172,0,85
829,14205,0,85
830,4189,0,85
831,12372,0,85
832,295,0,85
833,11913,0,85
834,3340,1,16780
835,4612,0,85
836,9209,0,85
837,10477,0,85
838,1347,1,16782
839,8007,0,85
840,986,0,85
841,5,1,16783
842,5667,0,85
843,12420,0,85
844,4694,0,85
845,9123,0,85
846,2326,0,85
847,13678,1,16785
848,13679,1,16785
849,13680,1,16785
850,3242,0,85
851,14652,0,85
852,12181,0,85
853,6675,1,16785
854,13684,1,16785
855,6664,0,85
856,12075,0,16785
857,3401,0,85
858,812,0,16785
859,1237,0,85
860,14160,0,85
861,10048,0,85
862,5282,0,85
863,3692,0,85
864,1156,0,85
865,14267,0,85
866,13471,0,85
867,8485,0,85
868,12040,0,85
869,6563,0,85
870,9953,0,85
871,3481,0,16786
872,14021,0,16786
873,6582,0,85
874,172,1,16787
875,7797,0,85
876,4240,0,85
877,506,1,16787
878,9380,0,85
879,14477,0,85
880,7284,0,85
881,8414,0,85
882,4817,0,85
883,13200,0,85
884,8246,0,85
885,3469,0,85
886,4336,0,85
887,5632,0,85
888,1126,0,85
889,9042,0,85
890,4115,0,85
891,2353,0,85
892,8347,0,16787
893,5844,0,85
894,6023,1,16788
895,1550,0,85
896,592,1,16788
897,8481,0,85
898,11574,1,16788
899,12955,0,85
900,2945,0,85
901,12797,0,85
902,4203,0,85
903,5259,0,16788
904,2871,0,85
905,7094,0,16788
906,10314,0,85
907,12315,0,85
908,12029,0,85
909,7135,0,85
910,10735,0,85
911,3182,0,85
912,1101,1,16790
913,1324,0,85
914,2662,1,16791
915,10728,0,85
916,1884,1,16792
917,13740,0,85
918,9049,0,85
919,14117,0,16793
920,5,1,16794
921,9767,0,16794
922,5,1,16795
923,8615,0,85
924,14944,1,16796
925,1772,0,85
926,3085,0,85
927,5,1,16796
928,269,1,16796
929,2029,1,16796
930,14025,0,85
931,6617,0,85
932,3088,1,16796
933,5937,0,85
934,8278,0,85
935,14943,1,16796
936,10165,0,16796
937,2916,0,16796
938,5129,0,85
939,417,0,16796
940,3908,0,85
941,14524,0,85
942,4999,0,16796
943,10792,0,16796
944,2767,0,85
945,14945,1,16797
946,14142,0,85
947,4251,0,85
948,1449,1,16797
949,2092,0,85
950,13828,0,85
951,8284,0,85
952,505,1,16797
953,13454,0,85
954,2732,0,85
955,5547,0,85
956,1151,1,86
957,10247,0,86
958,1915,1,87
959,13844,0,16797
960,13695,0,16797
961,12212,0,88
962,7228,0,16797
963,3761,0,16797
964,756,1,90
965,2638,1,90
966,14415,0,90
967,6885,0,16797
968,11203,0,16797
969,578,1,16798
970,5305,1,92
971,12830,1,16798
972,6109,0,92
973,836,0,16798
974,4353,1,93
975,4143,1,93
976,1538,1,16800
977,3157,0,93
978,8883,1,94
979,7416,0,94
980,265,1,95
981,7057,0,95
982,632,1,96
983,11833,0,96
984,1849,1,97
985,2324,1,97
986,5687,1,97
987,6612,0,16800
988,1949,0,97
989,5311,0,97
990,9218,0,16800
991,13933,1,98
992,7759,0,16806
993,3608,0,98
994,12281,0,98
995,342,1,16807
996,2535,0,16807
997,11436,0,98
998,9101,0,16807
999,8187,0,16808
1000,5222,1,99
1001,7454,0,99
1002,5,1,16809
1003,1138,0,100
1004,11731,0,16809
1005,6974,1,101
1006,5,1,16810
1007,2413,0,101
1008,4426,0,16810
1009,1113,1,16811
1010,10,1,16811
1011,1058,1,103
1012,12295,0,103
1013,531,1,16811
1014,13935,1,104
1015,8684,1,104
1016,12887,1,104
1017,5466,0,104
1018,390,0,16811
1019,12219,0,104
1020,205,1,105
1021,2618,0,105
1022,0,1,106
1023,351,1,16814
1024,2,1,106
1025,5625,0,16815
1026,4055,0,16816
1027,2197,0,106
1028,6348,0,106
1029,1808,0,106
1030,544,1,16817
1031,2471,1,16817
1032,5,1,108
1033,6416,0,108
1034,822,1,16817
1035,10686,1,16817
1036,5,1,110
1037,3143,1,16817
1038,711,1,16817
1039,7,1,111
1040,3803,1,16817
1041,479,1,16817
1042,8,1,112
1043,9,1,112
1044,1046,1,112
1045,9976,0,112
1046,5200,0,112
1047,6907,0,112
1048,14950,1,16817
1049,8932,1,16817
1050,8848,0,113
1051,4078,1,16817
1052,4082,1,16817
1053,637,1,114
1054,1151,1,16817
1055,9811,0,16817
1056,13,1,114
1057,14794,0,16817
1058,15,1,114
1059,505,1,114
1060,81,1,114
1061,16,1,114
1062,10854,0,16817
1063,176,0,16817
1064,1049,1,114
1065,1050,1,114
1066,1051,1,114
1067,1052,1,114
1068,2874,0,16817
1069,1054,1,114
1070,13465,0,16817
1071,2399,0,114
1072,9116,0,16817
1073,12595,0,114
1074,816,0,16817
1075,3542,0,16817
1076,5286,0,114
1077,10612,0,16817
1078,5538,0,114
1079,890,0,114
1080,9724,0,114
1081,1681,1,16818
1082,12333,0,114
1083,4176,0,114
1084,4484,0,114
1085,1791,0,114
1086,10582,0,16818
1087,11928,0,114
1088,11080,0,16818
1089,14433,0,114
1090,17,1,115
1091,7532,0,115
1092,18,1,116
1093,10566,0,116
1094,2801,1,16819
1095,12988,0,117
1096,20,1,118
1097,4249,0,118
1098,376,1,16819
1099,2188,0,119
1100,22,1,120
1101,5357,0,16819
1102,23,1,121
1103,1795,0,121
1104,24,1,122
1105,12048,0,122
1106,25,1,123
1107,8139,0,123
1108,10593,0,16819
1109,5,1,124
1110,12702,0,124
1111,6784,0,124
1112,27,1,125
1113,6668,0,125
1114,28,1,126
1115,90,1,16822
1116,5623,0,126
1117,6548,0,16822
1118,14016,0,16822
1119,889,1,16823
1120,3940,1,127
1121,2324,1,127
1122,14111,0,127
1123,13518,0,16823
1124,14770,0,127
1125,7125,0,127
1126,30,1,128
1127,5549,0,128
1128,32,1,129
1129,3042,1,16825
1130,1056,1,129
1131,35,1,129
1132,7657,1,16825
1133,1057,1,129
1134,34,1,129
1135,1118,1,16825
1136,558,1,129
1137,6572,0,16825
1138,31,1,129
1139,1055,1,129
1140,776,0,129
1141,11445,0,129
1142,10142,0,129
1143,5834,0,16825
1144,7971,0,129
1145,13439,0,129
1146,13211,0,129
1147,1270,0,16827
1148,12764,0,129
1149,12458,0,129
1150,7610,0,129
1151,636,1,16828
1152,36,1,130
1153,5160,1,16829
1154,37,1,131
1155,7268,0,131
1156,38,1,132
1157,225,1,16830
1158,10248,1,16830
1159,11826,0,133
1160,14953,1,16830
1161,9878,1,16830
1162,40,1,135
1163,5269,0,135
1164,4056,1,16830
1165,9206,0,136
1166,3743,1,16830
1167,7178,0,137
1168,3892,0,16830
1169,8014,0,16830
1170,125,1,138
1171,13262,0,138
1172,9061,0,138
1173,4695,0,16830
1174,11899,0,16830
1175,44,1,139
1176,13452,0,16830
1177,6717,0,16830
1178,7609,0,16830
1179,8065,0,16830
1180,4192,0,16830
1181,7807,0,16831
1182,49,1,140
1183,50,1,140
1184,7457,1,16832
1185,52,1,140
1186,53,1,140
1187,8488,1,16832
1188,55,1,140
1189,11220,0,140
1190,10774,0,140
1191,248,1,16832
1192,9012,0,140
1193,9425,0,16832
1194,7318,0,16832
1195,7750,0,16832
1196,1043,0,16833
1197,14515,0,140
1198,2858,0,140
1199,6141,0,16834
1200,56,1,141
1201,57,1,141
1202,58,1,141
1203,2441,1,16835
1204,60,1,141
1205,6900,0,141
1206,164,0,141
1207,5571,0,141
1208,13484,0,141
1209,6994,0,141
1210,61,1,142
1211,4794,1,16835
1212,62,1,143
1213,4307,0,143
1214,64,1,144
1215,65,1,144
1216,10,1,16836
1217,11184,0,144
1218,428,0,144
1219,4301,0,144
1220,66,1,145
1221,7316,0,145
1222,67,1,146
1223,68,1,146
1224,69,1,146
1225,1061,1,146
1226,70,1,146
1227,793,1,146
1228,10601,0,146
1229,1020,1,16838
1230,10455,0,146
1231,14549,0,16838
1232,8832,0,16838
1233,4677,0,16838
1234,10974,0,16838
1235,12318,0,147
1236,72,1,148
1237,13745,0,148
1238,73,1,149
1239,10936,0,149
1240,74,1,150
1241,6835,0,16839
1242,12007,1,16840
1243,4923,0,16840
1244,7595,0,16841
1245,8660,0,151
1246,8,1,152
1247,5,1,16842
1248,9271,0,152
1249,5355,0,152
1250,78,1,153
1251,2757,0,153
1252,79,1,154
1253,4749,0,16844
1254,6360,1,16846
1255,5,1,16848
1256,2489,1,16849
1257,12722,0,155
1258,10726,0,16849
1259,14641,0,16850
1260,4864,1,16851
1261,77,1,16851
1262,7,1,157
1263,1064,1,157
1264,2108,1,16851
1265,1063,1,157
1266,6037,0,16851
1267,84,1,157
1268,5864,0,157
1269,10756,0,16851
1270,81,1,16852
1271,13521,0,16852
1272,136,0,157
1273,487,0,157
1274,14448,0,157
1275,1240,1,16853
1276,6740,0,16853
1277,14522,0,158
1278,85,1,159
1279,5048,0,159
1280,1066,1,160
1281,5,1,160
1282,5278,1,16854
1283,4269,0,160
1284,8950,0,160
1285,2290,1,16855
1286,645,1,16855
1287,1067,1,161
1288,87,1,161
1289,4103,1,16856
1290,13292,0,16856
1291,8,1,16857
1292,5,1,162
1293,14676,0,162
1294,88,1,163
1295,7350,0,16857
1296,1400,0,163
1297,2873,0,163
1298,445,1,16858
1299,7962,0,16858
1300,91,1,165
1301,4001,0,165
1302,6368,1,16859
1303,3059,1,16860
1304,92,1,166
1305,93,1,166
1306,1982,1,166
1307,5984,0,166
1308,3715,0,166
1309,14413,0,166
1310,11077,0,16861
1311,5,1,16862
1312,94,1,167
1313,1885,1,16863
1314,95,1,168
1315,13155,0,16863
1316,96,1,169
1317,13860,0,169
1318,1664,0,16864
1319,2825,0,16865
1320,98,1,171
1321,5328,1,16866
1322,99,1,172
1323,1899,0,172
1324,5410,0,16866
1325,10933,0,173
1326,24,1,174
1327,12193,0,174
1328,5,1,175
1329,13076,0,175
1330,11363,0,16868
1331,102,1,176
1332,15,1,176
1333,2297,1,16869
1334,5148,0,176
1335,14187,0,176
1336,103,1,177
1337,10361,0,177
1338,1641,0,16870
1339,12082,0,16871
1340,105,1,179
1341,10,1,179
1342,6288,1,16872
1343,14771,0,179
1344,4832,0,16872
1345,13416,0,16872
1346,107,1,180
1347,1060,0,16873
1348,108,1,181
1349,9038,0,16874
1350,363,1,16875
1351,4746,0,16875
1352,6956,0,16875
1353,13770,0,182
1354,1069,1,183
1355,11231,0,183
1356,111,1,184
1357,3998,0,16877
1358,8,1,185
1359,6292,1,16878
1360,112,1,186
1361,7458,0,186
1362,113,1,187
1363,385,1,16880
1364,114,1,188
1365,7716,0,188
1366,1451,1,16880
1367,6384,1,16880
1368,6386,1,16880
1369,13814,0,190
1370,6387,1,16880
1371,349,1,16880
1372,117,1,192
1373,8664,0,16880
1374,14869,0,16880
1375,8,1,193
1376,1070,1,193
1377,1071,1,193
1378,1072,1,193
1379,11554,0,16880
1380,12720,0,16880
1381,1075,1,193
1382,702,1,193
1383,95,1,193
1384,12143,0,16880
1385,10738,0,193
1386,2819,0,16880
1387,1032,0,16880
1388,12568,0,193
1389,5,1,16881
1390,9850,0,193
1391,1049,0,193
1392,14391,0,16881
1393,12368,0,193
1394,5,1,194
1395,1076,1,194
1396,1079,1,194
1397,118,1,194
1398,1078,1,194
1399,888,1,194
1400,1077,1,194
1401,2084,0,194
1402,717,1,16883
1403,1655,1,16883
1404,4926,1,16883
1405,6928,0,16883
1406,1891,0,194
1407,14683,0,194
1408,119,1,195
1409,7176,0,16883
1410,3072,0,16883
1411,12626,0,16883
1412,6389,1,16884
1413,7982,0,197
1414,5,1,198
1415,12062,0,16884
1416,122,1,199
1417,527,0,199
1418,8222,0,16885
1419,81,1,16886
1420,14209,0,16886
1421,12364,0,200
1422,9285,0,200
1423,13731,0,200
1424,6300,1,16888
1425,5,1,16888
1426,126,1,202
1427,2048,0,202
1428,3807,0,16888
1429,9173,0,16888
1430,128,1,204
1431,8269,0,204
1432,129,1,205
1433,130,1,205
1434,269,1,16889
1435,132,1,205
1436,103,1,205
1437,1080,1,205
1438,1081,1,205
1439,6302,1,16889
1440,3782,0,205
1441,9676,0,205
1442,1,0,205
1443,5078,0,205
1444,14638,0,205
1445,5101,0,16889
1446,5554,0,16889
1447,10901,0,16889
1448,2248,0,16889
1449,2742,0,207
1450,8360,0,16889
1451,9133,0,208
1452,6401,1,16890
1453,136,1,209
1454,1084,1,209
1455,1082,1,209
1456,1083,1,209
1457,348,1,209
1458,1085,1,209
1459,1086,1,209
1460,11914,0,209
1461,9051,0,209
1462,14345,0,16890
1463,2328,0,209
1464,11837,0,209
1465,1155,1,16891
1466,12927,0,209
1467,12684,0,209
1468,6415,1,16891
