,item,like,user
1398,2061,0,94
1399,354,1,95
1400,37,1,95
1401,70,1,95
1402,712,1,95
1403,55,1,95
1404,221,1,95
1405,1284,0,95
1406,2611,0,95
1407,2648,0,95
1408,1199,0,95
1409,2422,0,95
1410,2204,0,95
1411,2341,0,95
1412,2771,0,95
1413,96,1,96
1414,199,1,96
1415,713,1,96
1416,47,1,96
1417,303,1,96
1418,52,1,96
1419,184,1,96
1420,2166,0,96
1421,2686,0,96
1422,2695,0,96
1423,1177,0,96
1424,791,0,96
1425,1126,0,96
1426,67,1,97
1427,717,1,97
1428,718,1,97
1429,154,1,97
1430,214,0,97
1431,1750,0,97
1432,3538,0,97
1433,1036,0,97
1434,3316,0,97
1435,2888,0,97
1436,96,1,98
1437,133,1,98
1438,46,1,98
1439,720,1,98
1440,721,1,98
1441,498,1,98
1442,275,1,98
1443,55,1,98
1444,3492,0,98
1445,755,0,98
1446,142,0,98
1447,3436,0,98
1448,2372,0,98
1449,667,0,98
1450,1619,0,98
1451,115,0,98
1452,391,1,99
1453,302,1,99
1454,724,1,99
1455,188,1,99
1456,1823,0,99
1457,1881,0,99
1458,3398,0,99
1459,1191,0,99
1460,732,1,100
1461,196,1,100
1462,197,1,100
1463,519,1,100
1464,460,1,100
1465,731,1,100
1466,727,1,100
1467,314,1,100
1468,156,1,100
1469,509,1,100
1470,3706,0,100
1471,3623,0,100
1472,52,0,100
1473,1339,0,100
1474,1315,0,100
1475,1279,0,100
1476,2601,0,100
1477,602,0,100
1478,1293,0,100
1479,2612,0,100
1480,2979,0,100
1481,2446,0,100
1482,1040,0,100
1483,1854,0,100
1484,736,1,101
1485,737,1,101
1486,102,1,101
1487,391,1,101
1488,155,1,101
1489,734,1,101
1490,2445,0,101
1491,561,0,101
1492,1715,0,101
1493,1786,0,101
1494,2805,0,101
1495,1923,0,101
1496,1416,0,101
1497,224,0,101
1498,97,1,102
1499,739,1,102
1500,52,1,102
1501,151,1,102
1502,250,1,102
1503,2707,0,102
1504,2750,0,102
1505,88,0,102
1506,2186,0,102
1507,34,1,103
1508,325,1,103
1509,741,1,103
1510,742,1,103
1511,393,1,103
1512,42,1,103
1513,12,1,103
1514,745,1,103
1515,746,1,103
1516,749,1,103
1517,750,1,103
1518,751,1,103
1519,753,1,103
1520,315,1,103
1521,573,0,103
1522,3310,0,103
1523,1372,0,103
1524,329,0,103
1525,2531,0,103
1526,2637,0,103
1527,2602,0,103
1528,2059,0,103
1529,406,0,103
1530,2723,0,103
1531,2661,0,103
1532,97,0,103
1533,1112,0,103
1534,3131,0,103
1535,2899,0,103
1536,105,1,104
1537,528,1,104
1538,755,1,104
1539,756,1,104
1540,614,0,104
1541,3461,0,104
1542,864,0,104
1543,3442,0,104
1544,886,0,104
1545,96,1,105
1546,66,1,105
1547,101,1,105
1548,759,1,105
1549,79,1,105
1550,566,1,105
1551,762,1,105
1552,93,1,105
1553,3685,0,105
1554,952,0,105
1555,3831,0,105
1556,1979,0,105
1557,3118,0,105
1558,2087,0,105
1559,1217,0,105
1560,3842,0,105
1561,1849,0,105
1562,3738,0,105
1563,769,1,106
1564,770,1,106
1565,100,1,106
1566,107,1,106
1567,46,1,106
1568,528,1,106
1569,767,1,106
1570,155,1,106
1571,764,1,106
1572,763,1,106
1573,2172,0,106
1574,3686,0,106
1575,2889,0,106
1576,257,0,106
1577,2358,0,106
1578,2555,0,106
1579,3681,0,106
1580,94,0,106
1581,2312,0,106
1582,1172,0,106
1583,969,0,106
1584,96,1,107
1585,772,1,107
1586,773,1,107
1587,776,1,107
1588,245,1,107
1589,250,1,107
1590,124,1,107
1591,285,1,107
1592,2453,0,107
1593,940,0,107
1594,374,0,107
1595,3331,0,107
1596,1791,0,107
1597,36,1,108
1598,40,1,108
1599,777,1,108
